mouse_gene,human_gene_upper,human_gene,in_bulk,in_sce
Anpep,ANPEP,ANPEP,True,True
Antxr1,ANTXR1,ANTXR1,True,True
Antxr2,ANTXR2,ANTXR2,True,True
Anxa1,ANXA1,ANXA1,True,True
Anxa10,ANXA10,ANXA10,False,True
Anxa11,ANXA11,ANXA11,True,True
Anxa2,ANXA2,ANXA2,True,True
Anxa3,ANXA3,ANXA3,True,True
Anxa4,ANXA4,ANXA4,True,True
Anxa5,ANXA5,ANXA5,True,True
Anxa6,ANXA6,ANXA6,True,True
Anxa7,ANXA7,ANXA7,True,True
Anxa8,ANXA8,ANXA8,False,True
Anxa9,ANXA9,ANXA9,False,True
Aoah,AOAH,AOAH,True,True
Aoc1,AOC1,AOC1,False,True
Aoc2,AOC2,AOC2,True,True
Aoc3,AOC3,AOC3,True,True
Aopep,AOPEP,AOPEP,False,True
Aox1,AOX1,AOX1,True,True
Ap1ar,AP1AR,AP1AR,True,True
Ap1b1,AP1B1,AP1B1,True,True
Ap1g1,AP1G1,AP1G1,True,True
Ap1g2,AP1G2,AP1G2,True,True
Ap1m1,AP1M1,AP1M1,True,True
Ap1s1,AP1S1,AP1S1,True,True
Ap1s2,AP1S2,AP1S2,True,True
Ap1s3,AP1S3,AP1S3,True,True
Ap2a1,AP2A1,AP2A1,True,True
Ap2a2,AP2A2,AP2A2,True,True
Ap2b1,AP2B1,AP2B1,True,True
Ap2m1,AP2M1,AP2M1,True,True
Ap2s1,AP2S1,AP2S1,True,True
Ap3b1,AP3B1,AP3B1,True,True
Ap3b2,AP3B2,AP3B2,True,True
Ap3d1,AP3D1,AP3D1,True,True
Ap3m1,AP3M1,AP3M1,True,True
Ap3m2,AP3M2,AP3M2,True,True
Ap3s1,AP3S1,AP3S1,True,True
Ap3s2,AP3S2,AP3S2,True,True
Ap4b1,AP4B1,AP4B1,True,True
Ap4e1,AP4E1,AP4E1,True,True
Ap4m1,AP4M1,AP4M1,True,True
Ap4s1,AP4S1,AP4S1,True,True
Ap5b1,AP5B1,AP5B1,True,True
Ap5m1,AP5M1,AP5M1,True,True
Ap5s1,AP5S1,AP5S1,True,True
Ap5z1,AP5Z1,AP5Z1,True,True
Apaf1,APAF1,APAF1,True,True
Apba1,APBA1,APBA1,True,True
Apba2,APBA2,APBA2,True,True
Apba3,APBA3,APBA3,True,True
Apbb1,APBB1,APBB1,True,True
Apbb1ip,APBB1IP,APBB1IP,True,True
Apbb2,APBB2,APBB2,True,True
Apbb3,APBB3,APBB3,True,True
Apc,APC,APC,True,True
Apc2,APC2,APC2,True,True
Apcdd1,APCDD1,APCDD1,True,True
Apeh,APEH,APEH,True,True
Apex1,APEX1,APEX1,True,True
Apex2,APEX2,APEX2,True,True
Aph1a,APH1A,APH1A,True,True
Aph1b,APH1B,APH1B,True,True
Api5,API5,API5,True,True
Apip,APIP,APIP,True,True
Aplf,APLF,APLF,True,True
Apln,APLN,APLN,True,True
Aplnr,APLNR,APLNR,True,True
Aplp1,APLP1,APLP1,True,True
Aplp2,APLP2,APLP2,True,True
Apmap,APMAP,APMAP,True,True
Apoa1,APOA1,APOA1,False,True
Apoa2,APOA2,APOA2,False,True
Apob,APOB,APOB,True,True
Apobec1,APOBEC1,APOBEC1,False,True
Apobec2,APOBEC2,APOBEC2,False,True
Apobec4,APOBEC4,APOBEC4,False,True
Apobr,APOBR,APOBR,True,True
Apoc1,APOC1,APOC1,True,True
Apod,APOD,APOD,True,True
Apoe,APOE,APOE,True,True
Apoh,APOH,APOH,False,True
Apold1,APOLD1,APOLD1,True,True
Apoo,APOO,APOO,True,True
Apool,APOOL,APOOL,True,True
Apopt1,APOPT1,APOPT1,True,False
App,APP,APP,True,True
Appbp2,APPBP2,APPBP2,True,True
Appl1,APPL1,APPL1,True,True
Appl2,APPL2,APPL2,True,True
Aprt,APRT,APRT,True,True
Aptx,APTX,APTX,True,True
Aqp1,AQP1,AQP1,True,True
Aqp11,AQP11,AQP11,True,True
Aqp4,AQP4,AQP4,True,True
Aqp5,AQP5,AQP5,True,True
Aqp6,AQP6,AQP6,True,True
Aqp9,AQP9,AQP9,True,True
Aqr,AQR,AQR,True,True
Ar,AR,AR,True,True
Araf,ARAF,ARAF,True,True
Arap1,ARAP1,ARAP1,True,True
Arap2,ARAP2,ARAP2,True,True
Arap3,ARAP3,ARAP3,True,True
Arc,ARC,ARC,True,True
Arcn1,ARCN1,ARCN1,True,True
Areg,AREG,AREG,False,True
Arel1,AREL1,AREL1,True,True
Arf1,ARF1,ARF1,True,True
Arf3,ARF3,ARF3,True,True
Arf4,ARF4,ARF4,True,True
Arf5,ARF5,ARF5,True,True
Arf6,ARF6,ARF6,True,True
Arfgap1,ARFGAP1,ARFGAP1,True,True
Arfgap2,ARFGAP2,ARFGAP2,True,True
Arfgap3,ARFGAP3,ARFGAP3,True,True
Arfgef1,ARFGEF1,ARFGEF1,True,True
Arfgef2,ARFGEF2,ARFGEF2,True,True
Arfgef3,ARFGEF3,ARFGEF3,True,True
Arfip1,ARFIP1,ARFIP1,True,True
Arfip2,ARFIP2,ARFIP2,True,True
Arfrp1,ARFRP1,ARFRP1,True,True
Arg1,ARG1,ARG1,False,True
Arg2,ARG2,ARG2,True,True
Arglu1,ARGLU1,ARGLU1,True,True
Arhgap1,ARHGAP1,ARHGAP1,True,True
Arhgap10,ARHGAP10,ARHGAP10,True,True
Arhgap11a,ARHGAP11A,ARHGAP11A,True,True
Arhgap12,ARHGAP12,ARHGAP12,True,True
Arhgap15,ARHGAP15,ARHGAP15,True,True
Arhgap17,ARHGAP17,ARHGAP17,True,True
Arhgap18,ARHGAP18,ARHGAP18,True,True
Arhgap19,ARHGAP19,ARHGAP19,True,True
Arhgap20,ARHGAP20,ARHGAP20,True,True
Arhgap21,ARHGAP21,ARHGAP21,True,True
Arhgap22,ARHGAP22,ARHGAP22,True,True
Arhgap23,ARHGAP23,ARHGAP23,True,True
Arhgap24,ARHGAP24,ARHGAP24,True,True
Arhgap25,ARHGAP25,ARHGAP25,True,True
Arhgap26,ARHGAP26,ARHGAP26,True,True
Arhgap27,ARHGAP27,ARHGAP27,True,True
Arhgap28,ARHGAP28,ARHGAP28,True,True
Arhgap29,ARHGAP29,ARHGAP29,True,True
Arhgap30,ARHGAP30,ARHGAP30,True,True
Arhgap31,ARHGAP31,ARHGAP31,True,True
Arhgap32,ARHGAP32,ARHGAP32,True,True
Arhgap33,ARHGAP33,ARHGAP33,True,True
Arhgap35,ARHGAP35,ARHGAP35,True,True
Arhgap36,ARHGAP36,ARHGAP36,True,True
Arhgap39,ARHGAP39,ARHGAP39,True,True
Arhgap4,ARHGAP4,ARHGAP4,True,True
Arhgap42,ARHGAP42,ARHGAP42,True,True
Arhgap44,ARHGAP44,ARHGAP44,True,True
Arhgap45,ARHGAP45,ARHGAP45,True,True
Arhgap5,ARHGAP5,ARHGAP5,True,True
Arhgap6,ARHGAP6,ARHGAP6,True,True
Arhgap8,ARHGAP8,ARHGAP8,True,True
Arhgap9,ARHGAP9,ARHGAP9,True,True
Arhgdia,ARHGDIA,ARHGDIA,True,True
Arhgdib,ARHGDIB,ARHGDIB,True,True
Arhgdig,ARHGDIG,ARHGDIG,True,True
Arhgef1,ARHGEF1,ARHGEF1,True,True
Arhgef10,ARHGEF10,ARHGEF10,True,True
Arhgef10l,ARHGEF10L,ARHGEF10L,True,True
Arhgef11,ARHGEF11,ARHGEF11,True,True
Arhgef12,ARHGEF12,ARHGEF12,True,True
Arhgef15,ARHGEF15,ARHGEF15,True,True
Arhgef16,ARHGEF16,ARHGEF16,True,True
Arhgef17,ARHGEF17,ARHGEF17,True,True
Arhgef18,ARHGEF18,ARHGEF18,True,True
Arhgef19,ARHGEF19,ARHGEF19,True,True
Arhgef2,ARHGEF2,ARHGEF2,True,True
Arhgef25,ARHGEF25,ARHGEF25,True,True
Arhgef26,ARHGEF26,ARHGEF26,True,True
Arhgef28,ARHGEF28,ARHGEF28,True,True
Arhgef3,ARHGEF3,ARHGEF3,True,True
Arhgef33,ARHGEF33,ARHGEF33,True,True
Arhgef37,ARHGEF37,ARHGEF37,True,True
Arhgef38,ARHGEF38,ARHGEF38,False,True
Arhgef39,ARHGEF39,ARHGEF39,True,True
Arhgef4,ARHGEF4,ARHGEF4,True,True
Arhgef40,ARHGEF40,ARHGEF40,True,True
Arhgef5,ARHGEF5,ARHGEF5,True,True
Arhgef6,ARHGEF6,ARHGEF6,True,True
Arhgef7,ARHGEF7,ARHGEF7,True,True
Arhgef9,ARHGEF9,ARHGEF9,True,True
Arid1a,ARID1A,ARID1A,True,True
Arid1b,ARID1B,ARID1B,True,True
Arid2,ARID2,ARID2,True,True
Arid3a,ARID3A,ARID3A,True,True
Arid3b,ARID3B,ARID3B,True,True
Arid3c,ARID3C,ARID3C,False,True
Arid4a,ARID4A,ARID4A,True,True
Arid4b,ARID4B,ARID4B,True,True
Arid5a,ARID5A,ARID5A,True,True
Arid5b,ARID5B,ARID5B,True,True
Arih1,ARIH1,ARIH1,True,True
Arih2,ARIH2,ARIH2,True,True
Arl1,ARL1,ARL1,True,True
Arl10,ARL10,ARL10,True,True
Arl11,ARL11,ARL11,True,True
Arl13a,ARL13A,ARL13A,False,True
Arl13b,ARL13B,ARL13B,True,True
Arl14ep,ARL14EP,ARL14EP,True,True
Arl15,ARL15,ARL15,True,True
Arl16,ARL16,ARL16,True,True
Arl2,ARL2,ARL2,True,True
Arl2bp,ARL2BP,ARL2BP,True,True
Arl3,ARL3,ARL3,True,True
Arl4a,ARL4A,ARL4A,True,True
Arl4c,ARL4C,ARL4C,True,True
Arl4d,ARL4D,ARL4D,True,True
Arl5a,ARL5A,ARL5A,True,True
Arl5b,ARL5B,ARL5B,True,True
Arl5c,ARL5C,ARL5C,False,True
Arl6,ARL6,ARL6,True,True
Arl6ip1,ARL6IP1,ARL6IP1,True,True
Arl6ip4,ARL6IP4,ARL6IP4,True,True
Arl6ip5,ARL6IP5,ARL6IP5,True,True
Arl6ip6,ARL6IP6,ARL6IP6,True,True
Arl8a,ARL8A,ARL8A,True,True
Arl8b,ARL8B,ARL8B,True,True
Arl9,ARL9,ARL9,True,True
Armc1,ARMC1,ARMC1,True,True
Armc10,ARMC10,ARMC10,True,True
Armc2,ARMC2,ARMC2,True,True
Armc3,ARMC3,ARMC3,True,True
Armc4,ARMC4,ARMC4,True,True
Armc5,ARMC5,ARMC5,True,True
Armc6,ARMC6,ARMC6,True,True
Armc7,ARMC7,ARMC7,True,True
Armc8,ARMC8,ARMC8,True,True
Armc9,ARMC9,ARMC9,True,True
Armcx1,ARMCX1,ARMCX1,True,True
Armcx2,ARMCX2,ARMCX2,True,True
Armcx3,ARMCX3,ARMCX3,True,True
Armcx4,ARMCX4,ARMCX4,True,True
Armcx5,ARMCX5,ARMCX5,True,True
Armcx6,ARMCX6,ARMCX6,True,True
Armh1,ARMH1,ARMH1,False,True
Armh3,ARMH3,ARMH3,False,True
Armh4,ARMH4,ARMH4,False,True
Armt1,ARMT1,ARMT1,True,True
Arnt,ARNT,ARNT,True,True
Arnt2,ARNT2,ARNT2,True,True
Arntl,ARNTL,ARNTL,True,True
Arntl2,ARNTL2,ARNTL2,True,True
Arpc1a,ARPC1A,ARPC1A,True,True
Arpc1b,ARPC1B,ARPC1B,True,True
Arpc2,ARPC2,ARPC2,True,True
Arpc3,ARPC3,ARPC3,True,True
Arpc4,ARPC4,ARPC4,True,True
Arpc5,ARPC5,ARPC5,True,True
Arpc5l,ARPC5L,ARPC5L,True,True
Arpin,ARPIN,ARPIN,True,True
Arpp19,ARPP19,ARPP19,True,True
Arpp21,ARPP21,ARPP21,True,True
Arr3,ARR3,ARR3,False,True
Arrb1,ARRB1,ARRB1,True,True
Arrb2,ARRB2,ARRB2,True,True
Arrdc1,ARRDC1,ARRDC1,True,True
Arrdc2,ARRDC2,ARRDC2,True,True
Arrdc3,ARRDC3,ARRDC3,True,True
Arrdc4,ARRDC4,ARRDC4,True,True
Arsa,ARSA,ARSA,True,True
Arsb,ARSB,ARSB,True,True
Arsg,ARSG,ARSG,True,True
Arsj,ARSJ,ARSJ,True,True
Arsk,ARSK,ARSK,True,True
Art3,ART3,ART3,True,True
Art4,ART4,ART4,False,True
Arv1,ARV1,ARV1,True,True
Arvcf,ARVCF,ARVCF,True,True
As3mt,AS3MT,AS3MT,False,True
Asah1,ASAH1,ASAH1,True,True
Asah2,ASAH2,ASAH2,True,True
Asap1,ASAP1,ASAP1,True,True
Asap2,ASAP2,ASAP2,True,True
Asap3,ASAP3,ASAP3,True,True
Asb1,ASB1,ASB1,True,True
Asb10,ASB10,ASB10,False,True
Asb11,ASB11,ASB11,False,True
Asb12,ASB12,ASB12,False,True
Asb13,ASB13,ASB13,True,True
Asb14,ASB14,ASB14,False,True
Asb15,ASB15,ASB15,False,True
Asb16,ASB16,ASB16,True,True
Asb18,ASB18,ASB18,True,True
Asb2,ASB2,ASB2,True,True
Asb3,ASB3,ASB3,True,True
Asb4,ASB4,ASB4,True,True
Asb5,ASB5,ASB5,True,True
Asb6,ASB6,ASB6,True,True
Asb7,ASB7,ASB7,True,True
Asb8,ASB8,ASB8,True,True
Ascc1,ASCC1,ASCC1,True,True
Ascc2,ASCC2,ASCC2,True,True
Ascc3,ASCC3,ASCC3,True,True
Ascl1,ASCL1,ASCL1,True,True
Ascl2,ASCL2,ASCL2,True,True
Ascl4,ASCL4,ASCL4,False,True
Asf1a,ASF1A,ASF1A,True,True
Asf1b,ASF1B,ASF1B,False,True
Asgr1,ASGR1,ASGR1,True,True
Ash1l,ASH1L,ASH1L,True,True
Ash2l,ASH2L,ASH2L,True,True
Asic1,ASIC1,ASIC1,True,True
Asic2,ASIC2,ASIC2,True,True
Asic3,ASIC3,ASIC3,True,True
Asic4,ASIC4,ASIC4,True,True
Asl,ASL,ASL,True,True
Asmt,ASMT,ASMT,False,True
Asna1,ASNA1,ASNA1,True,False
Asns,ASNS,ASNS,True,True
Asnsd1,ASNSD1,ASNSD1,True,True
Aspa,ASPA,ASPA,True,True
Aspdh,ASPDH,ASPDH,True,True
Aspg,ASPG,ASPG,True,True
Asph,ASPH,ASPH,True,True
Asphd1,ASPHD1,ASPHD1,True,True
Asphd2,ASPHD2,ASPHD2,True,True
Aspm,ASPM,ASPM,True,True
Aspn,ASPN,ASPN,True,True
Asprv1,ASPRV1,ASPRV1,True,True
Aspscr1,ASPSCR1,ASPSCR1,True,True
Asrgl1,ASRGL1,ASRGL1,True,True
Ass1,ASS1,ASS1,True,True
Aste1,ASTE1,ASTE1,True,True
Astn1,ASTN1,ASTN1,True,True
Astn2,ASTN2,ASTN2,True,True
Asxl1,ASXL1,ASXL1,True,True
Asxl2,ASXL2,ASXL2,True,True
Asxl3,ASXL3,ASXL3,True,True
Atad1,ATAD1,ATAD1,True,True
Atad2,ATAD2,ATAD2,True,True
Atad2b,ATAD2B,ATAD2B,True,True
Atad3a,ATAD3A,ATAD3A,True,True
Atad5,ATAD5,ATAD5,True,True
Atat1,ATAT1,ATAT1,True,True
Atcay,ATCAY,ATCAY,True,True
Ate1,ATE1,ATE1,True,True
Atf1,ATF1,ATF1,True,True
Atf2,ATF2,ATF2,True,True
Atf3,ATF3,ATF3,True,True
Atf4,ATF4,ATF4,True,True
Atf5,ATF5,ATF5,True,True
Atf6,ATF6,ATF6,True,True
Atf6b,ATF6B,ATF6B,True,True
Atf7,ATF7,ATF7,True,True
Atf7ip,ATF7IP,ATF7IP,True,True
Atf7ip2,ATF7IP2,ATF7IP2,True,True
Atg10,ATG10,ATG10,True,True
Atg101,ATG101,ATG101,True,True
Atg12,ATG12,ATG12,True,True
Atg13,ATG13,ATG13,True,True
Atg14,ATG14,ATG14,True,True
Atg16l1,ATG16L1,ATG16L1,True,True
Atg16l2,ATG16L2,ATG16L2,True,True
Atg2a,ATG2A,ATG2A,True,True
Atg2b,ATG2B,ATG2B,True,True
Atg3,ATG3,ATG3,True,True
Atg4a,ATG4A,ATG4A,True,True
Atg4b,ATG4B,ATG4B,True,True
Atg4c,ATG4C,ATG4C,True,True
Atg4d,ATG4D,ATG4D,True,True
Atg5,ATG5,ATG5,True,True
Atg7,ATG7,ATG7,True,True
Atg9a,ATG9A,ATG9A,True,True
Atg9b,ATG9B,ATG9B,True,True
Atic,ATIC,ATIC,True,True
Atl1,ATL1,ATL1,True,True
Atl2,ATL2,ATL2,True,True
Atl3,ATL3,ATL3,True,True
Atm,ATM,ATM,True,True
Atmin,ATMIN,ATMIN,True,True
Atn1,ATN1,ATN1,True,True
Atoh7,ATOH7,ATOH7,False,True
Atoh8,ATOH8,ATOH8,True,True
Atox1,ATOX1,ATOX1,True,True
Atp10a,ATP10A,ATP10A,True,True
Atp10b,ATP10B,ATP10B,True,True
Atp11a,ATP11A,ATP11A,True,True
Atp11b,ATP11B,ATP11B,True,True
Atp11c,ATP11C,ATP11C,True,True
Atp13a1,ATP13A1,ATP13A1,True,True
Atp13a2,ATP13A2,ATP13A2,True,True
Atp13a3,ATP13A3,ATP13A3,True,True
Atp13a4,ATP13A4,ATP13A4,True,True
Atp13a5,ATP13A5,ATP13A5,True,True
Atp1a1,ATP1A1,ATP1A1,True,True
Atp1a2,ATP1A2,ATP1A2,True,True
Atp1a3,ATP1A3,ATP1A3,True,True
Atp1b1,ATP1B1,ATP1B1,True,True
Atp1b2,ATP1B2,ATP1B2,True,True
Atp1b3,ATP1B3,ATP1B3,True,True
Atp23,ATP23,ATP23,True,True
Atp2a1,ATP2A1,ATP2A1,True,True
Atp2a2,ATP2A2,ATP2A2,True,True
Atp2a3,ATP2A3,ATP2A3,True,True
Atp2b1,ATP2B1,ATP2B1,True,True
Atp2b2,ATP2B2,ATP2B2,True,True
Atp2b3,ATP2B3,ATP2B3,True,True
Atp2b4,ATP2B4,ATP2B4,True,True
Atp2c1,ATP2C1,ATP2C1,True,True
Atp2c2,ATP2C2,ATP2C2,True,True
Atp4a,ATP4A,ATP4A,False,True
Atp5a1,ATP5A1,ATP5A1,True,False
Atp5b,ATP5B,ATP5B,True,False
Atp5c1,ATP5C1,ATP5C1,True,False
Atp5d,ATP5D,ATP5D,True,False
Atp5e,ATP5E,ATP5E,True,False
Atp5f1,ATP5F1,ATP5F1,True,False
Atp5g1,ATP5G1,ATP5G1,True,False
Atp5g2,ATP5G2,ATP5G2,True,False
Atp5g3,ATP5G3,ATP5G3,True,False
Atp5h,ATP5H,ATP5H,True,False
Atp5j,ATP5J,ATP5J,True,False
Atp5j2,ATP5J2,ATP5J2,True,False
Atp5l,ATP5L,ATP5L,True,False
Atp5md,ATP5MD,ATP5MD,False,True
Atp5mpl,ATP5MPL,ATP5MPL,False,True
Atp5o,ATP5O,ATP5O,True,False
Atp5s,ATP5S,ATP5S,True,False
Atp6ap1,ATP6AP1,ATP6AP1,True,True
Atp6ap1l,ATP6AP1L,ATP6AP1L,True,True
Atp6ap2,ATP6AP2,ATP6AP2,True,True
Atp6v0a1,ATP6V0A1,ATP6V0A1,True,True
Atp6v0a2,ATP6V0A2,ATP6V0A2,True,True
Atp6v0a4,ATP6V0A4,ATP6V0A4,True,True
Atp6v0b,ATP6V0B,ATP6V0B,True,True
Atp6v0c,ATP6V0C,ATP6V0C,True,True
Atp6v0d1,ATP6V0D1,ATP6V0D1,True,True
Atp6v0e2,ATP6V0E2,ATP6V0E2,True,True
Atp6v1a,ATP6V1A,ATP6V1A,True,True
Atp6v1b2,ATP6V1B2,ATP6V1B2,True,True
Atp6v1c1,ATP6V1C1,ATP6V1C1,True,True
Atp6v1c2,ATP6V1C2,ATP6V1C2,True,True
Atp6v1d,ATP6V1D,ATP6V1D,True,True
Atp6v1e1,ATP6V1E1,ATP6V1E1,True,True
Atp6v1f,ATP6V1F,ATP6V1F,True,True
Atp6v1g1,ATP6V1G1,ATP6V1G1,True,True
Atp6v1g2,ATP6V1G2,ATP6V1G2,True,True
Atp6v1h,ATP6V1H,ATP6V1H,True,True
Atp7a,ATP7A,ATP7A,True,True
Atp7b,ATP7B,ATP7B,True,True
Atp8a1,ATP8A1,ATP8A1,True,True
Atp8a2,ATP8A2,ATP8A2,True,True
Atp8b1,ATP8B1,ATP8B1,True,True
Atp8b2,ATP8B2,ATP8B2,True,True
Atp8b3,ATP8B3,ATP8B3,True,True
Atp8b4,ATP8B4,ATP8B4,True,True
Atp9a,ATP9A,ATP9A,True,True
Atp9b,ATP9B,ATP9B,True,True
Atpaf1,ATPAF1,ATPAF1,True,True
Atpaf2,ATPAF2,ATPAF2,True,True
Atpif1,ATPIF1,ATPIF1,True,False
Atpsckmt,ATPSCKMT,ATPSCKMT,False,True
Atr,ATR,ATR,True,True
Atraid,ATRAID,ATRAID,True,True
Atrip,ATRIP,ATRIP,True,True
Atrn,ATRN,ATRN,True,True
Atrnl1,ATRNL1,ATRNL1,True,True
Atrx,ATRX,ATRX,True,True
Atxn1,ATXN1,ATXN1,True,True
Atxn10,ATXN10,ATXN10,True,True
Atxn1l,ATXN1L,ATXN1L,True,True
Atxn2,ATXN2,ATXN2,True,True
Atxn2l,ATXN2L,ATXN2L,True,True
Atxn3,ATXN3,ATXN3,True,True
Atxn7,ATXN7,ATXN7,True,True
Atxn7l1,ATXN7L1,ATXN7L1,True,True
Atxn7l2,ATXN7L2,ATXN7L2,True,True
Atxn7l3,ATXN7L3,ATXN7L3,True,True
Atxn7l3b,ATXN7L3B,ATXN7L3B,True,True
Auh,AUH,AUH,True,True
Aunip,AUNIP,AUNIP,True,True
Aup1,AUP1,AUP1,True,True
Aurka,AURKA,AURKA,True,True
Aurkaip1,AURKAIP1,AURKAIP1,True,True
Aurkb,AURKB,AURKB,False,True
Auts2,AUTS2,AUTS2,True,True
Aven,AVEN,AVEN,True,True
Avil,AVIL,AVIL,True,True
Avl9,AVL9,AVL9,True,True
Avp,AVP,AVP,False,True
Avpi1,AVPI1,AVPI1,True,True
Avpr1a,AVPR1A,AVPR1A,True,True
Awat2,AWAT2,AWAT2,False,True
Axdnd1,AXDND1,AXDND1,True,True
Axin1,AXIN1,AXIN1,True,True
Axin2,AXIN2,AXIN2,True,True
Axl,AXL,AXL,True,True
Azi2,AZI2,AZI2,True,True
Azin1,AZIN1,AZIN1,True,True
Azin2,AZIN2,AZIN2,True,True
B2m,B2M,B2M,True,True
B3galnt1,B3GALNT1,B3GALNT1,True,True
B3galnt2,B3GALNT2,B3GALNT2,True,True
B3galt1,B3GALT1,B3GALT1,True,True
B3galt2,B3GALT2,B3GALT2,True,True
B3galt4,B3GALT4,B3GALT4,True,True
B3galt5,B3GALT5,B3GALT5,True,True
B3galt6,B3GALT6,B3GALT6,True,True
B3gat1,B3GAT1,B3GAT1,True,True
B3gat2,B3GAT2,B3GAT2,True,True
B3gat3,B3GAT3,B3GAT3,True,True
B3glct,B3GLCT,B3GLCT,True,True
B3gnt2,B3GNT2,B3GNT2,True,True
B3gnt3,B3GNT3,B3GNT3,False,True
B3gnt4,B3GNT4,B3GNT4,True,True
B3gnt5,B3GNT5,B3GNT5,True,True
B3gnt6,B3GNT6,B3GNT6,False,True
B3gnt7,B3GNT7,B3GNT7,True,True
B3gnt8,B3GNT8,B3GNT8,False,True
B3gnt9,B3GNT9,B3GNT9,True,True
B3gntl1,B3GNTL1,B3GNTL1,True,True
B4galnt1,B4GALNT1,B4GALNT1,True,True
B4galnt2,B4GALNT2,B4GALNT2,False,True
B4galnt3,B4GALNT3,B4GALNT3,True,True
B4galnt4,B4GALNT4,B4GALNT4,True,True
B4galt1,B4GALT1,B4GALT1,True,True
B4galt2,B4GALT2,B4GALT2,True,True
B4galt3,B4GALT3,B4GALT3,True,True
B4galt4,B4GALT4,B4GALT4,True,True
B4galt5,B4GALT5,B4GALT5,True,True
B4galt6,B4GALT6,B4GALT6,True,True
B4galt7,B4GALT7,B4GALT7,True,True
B4gat1,B4GAT1,B4GAT1,True,True
B9d1,B9D1,B9D1,True,True
B9d2,B9D2,B9D2,True,True
Baalc,BAALC,BAALC,True,True
Baat,BAAT,BAAT,True,True
Babam1,BABAM1,BABAM1,True,True
Babam2,BABAM2,BABAM2,False,True
Bace1,BACE1,BACE1,True,True
Bace2,BACE2,BACE2,True,True
Bach1,BACH1,BACH1,True,True
Bach2,BACH2,BACH2,True,True
Bad,BAD,BAD,True,True
Bag1,BAG1,BAG1,True,True
Bag2,BAG2,BAG2,True,True
Bag3,BAG3,BAG3,True,True
Bag4,BAG4,BAG4,True,True
Bag5,BAG5,BAG5,True,True
Bag6,BAG6,BAG6,True,True
Bahcc1,BAHCC1,BAHCC1,True,True
Bahd1,BAHD1,BAHD1,True,True
Baiap2,BAIAP2,BAIAP2,True,True
Baiap2l1,BAIAP2L1,BAIAP2L1,True,True
Baiap2l2,BAIAP2L2,BAIAP2L2,True,True
Baiap3,BAIAP3,BAIAP3,True,True
Bak1,BAK1,BAK1,True,True
Bambi,BAMBI,BAMBI,True,True
Banf1,BANF1,BANF1,True,True
Banf2,BANF2,BANF2,False,True
Bank1,BANK1,BANK1,True,True
Banp,BANP,BANP,True,True
Bap1,BAP1,BAP1,True,True
Bard1,BARD1,BARD1,True,True
Barhl1,BARHL1,BARHL1,False,True
Barhl2,BARHL2,BARHL2,True,True
Barx2,BARX2,BARX2,True,True
Basp1,BASP1,BASP1,True,True
Batf,BATF,BATF,False,True
Batf2,BATF2,BATF2,True,True
Batf3,BATF3,BATF3,True,True
Bax,BAX,BAX,True,True
Baz1a,BAZ1A,BAZ1A,True,True
Baz1b,BAZ1B,BAZ1B,True,True
Baz2a,BAZ2A,BAZ2A,True,True
Baz2b,BAZ2B,BAZ2B,True,True
Bbc3,BBC3,BBC3,True,True
Bbip1,BBIP1,BBIP1,True,True
Bbof1,BBOF1,BBOF1,True,True
Bbox1,BBOX1,BBOX1,True,True
Bbs1,BBS1,BBS1,True,True
Bbs10,BBS10,BBS10,True,True
Bbs12,BBS12,BBS12,True,True
Bbs2,BBS2,BBS2,True,True
Bbs4,BBS4,BBS4,True,True
Bbs5,BBS5,BBS5,True,True
Bbs7,BBS7,BBS7,True,True
Bbs9,BBS9,BBS9,True,True
Bbx,BBX,BBX,True,True
Bcam,BCAM,BCAM,True,True
Bcan,BCAN,BCAN,True,True
Bcap29,BCAP29,BCAP29,True,True
Bcap31,BCAP31,BCAP31,True,True
Bcar1,BCAR1,BCAR1,True,True
Bcar3,BCAR3,BCAR3,True,True
Bcas1,BCAS1,BCAS1,True,True
Bcas2,BCAS2,BCAS2,True,True
Bcas3,BCAS3,BCAS3,True,True
Bcat1,BCAT1,BCAT1,True,True
Bcat2,BCAT2,BCAT2,True,True
Bccip,BCCIP,BCCIP,True,True
Bcdin3d,BCDIN3D,BCDIN3D,True,True
Bche,BCHE,BCHE,True,True
Bckdha,BCKDHA,BCKDHA,True,True
Bckdhb,BCKDHB,BCKDHB,True,True
Bckdk,BCKDK,BCKDK,True,True
Bcl10,BCL10,BCL10,True,True
Bcl11a,BCL11A,BCL11A,True,True
Bcl11b,BCL11B,BCL11B,True,True
Bcl2,BCL2,BCL2,True,True
Bcl2l1,BCL2L1,BCL2L1,True,True
Bcl2l10,BCL2L10,BCL2L10,False,True
Bcl2l11,BCL2L11,BCL2L11,True,True
Bcl2l12,BCL2L12,BCL2L12,True,True
Bcl2l13,BCL2L13,BCL2L13,True,True
Bcl2l15,BCL2L15,BCL2L15,True,True
Bcl2l2,BCL2L2,BCL2L2,True,True
Bcl3,BCL3,BCL3,True,True
Bcl6,BCL6,BCL6,True,True
Bcl6b,BCL6B,BCL6B,True,True
Bcl7a,BCL7A,BCL7A,True,True
Bcl7b,BCL7B,BCL7B,True,True
Bcl7c,BCL7C,BCL7C,True,True
Bcl9,BCL9,BCL9,True,True
Bcl9l,BCL9L,BCL9L,True,True
