,names,avg_logFC,ct,pheno
188,Ckb,1.28804128358,Astrocytes,tst
187,Cisd1,1.149977385532,Astrocytes,tst
1097,Tmem176b,1.5344282404,Astrocytes,tst
706,Pdcd5,1.56924793928,Astrocytes,tst
179,Chchd2,1.0418347225359998,Astrocytes,tst
177,Chchd1,1.57410966844,Astrocytes,tst
1088,Tmbim6,0.873138279,Astrocytes,tst
708,Pde4d,-0.827240856948,Astrocytes,tst
168,Cdk8,-1.5897502596,Astrocytes,tst
709,Pdia3,1.35697532104,Astrocytes,tst
836,Rhob,1.021065643162,Astrocytes,tst
161,Cd9,1.3930981852000002,Astrocytes,tst
160,Cd81,1.11644311044,Astrocytes,tst
1090,Tmed10,0.8837657901860001,Astrocytes,tst
844,Robo1,-1.03187668981,Astrocytes,tst
1084,Tkt,1.085917355888,Astrocytes,tst
198,Clu,0.8137098980880001,Astrocytes,tst
213,Cox5a,0.815978191162,Astrocytes,tst
212,Cox4i1,0.849865185226,Astrocytes,tst
211,Cox14,1.28438262936,Astrocytes,tst
210,Cops9,1.02784205496,Astrocytes,tst
683,Opcml,-1.50474162936,Astrocytes,tst
206,Cntnap2,-1.140944053534,Astrocytes,tst
1080,Timm13,1.33491416828,Astrocytes,tst
204,Cnn3,0.975443575794,Astrocytes,tst
685,Ost4,1.3010258743,Astrocytes,tst
201,Cnbp,0.937286376786,Astrocytes,tst
1082,Timp3,1.1347542335960001,Astrocytes,tst
199,Cmss1,-1.29944015622,Astrocytes,tst
585,Mrpl52,1.2812350470094018,Astrocytes,tst
730,Pkm,0.8210517136067214,Astrocytes,tst
780,Psmb1,1.0944196098019605,Astrocytes,tst
381,Gfap,1.1458348723364673,Astrocytes,tst
505,Lamtor2,1.2805855695539108,Astrocytes,tst
1079,Thsd7a,-1.0333333582356472,Astrocytes,tst
181,Chmp2a,1.1562117386857371,Astrocytes,tst
1014,Snu13,1.1681551783676736,Astrocytes,tst
1121,Tprkb,0.5994746717643529,Astrocytes,tst
999,Smdt1,0.8101062317963593,Astrocytes,tst
982,Slc22a17,0.8877725686857373,Astrocytes,tst
970,Sf3b2,0.9974816799239848,Astrocytes,tst
203,Cnmd,0.9480322907481497,Astrocytes,tst
538,Marcks,0.8366255402280456,Astrocytes,tst
50,Ank3,-1.5381025431286257,Astrocytes,tst
837,Rida,1.0542150654441778,Astrocytes,tst
707,Pdcd6,1.3795630787314925,Astrocytes,tst
1131,Tspan3,0.8042040546338535,Astrocytes,tst
471,Id4,0.9376282791956784,Astrocytes,tst
957,Selenof,0.8830767750040016,Astrocytes,tst
801,Ptprz1,0.537818406202481,Astrocytes,tst
89,Atp5g3,0.8470467943297318,Astrocytes,tst
337,Fam107a,1.160294520288173,Astrocytes,tst
824,Rcn2,0.8221177563538122,Astrocytes,tst
644,Ndufs5,0.8220050270622373,Astrocytes,tst
279,Dstn,0.9287720861196718,Astrocytes,tst
432,Hadhb,1.0678329959655795,Astrocytes,tst
619,Ndufa12,0.910415967976786,Astrocytes,tst
661,Nnat,0.7017679722313388,Astrocytes,tst
478,Igfbp5,0.9282392415809486,Astrocytes,tst
110,BC031181,0.9751116781164932,Astrocytes,tst
1105,Tmem47,0.6882481953823059,Astrocytes,tst
782,Psmb3,1.092358586867494,Astrocytes,tst
533,Map1lc3a,1.0511741404543635,Astrocytes,tst
426,H2afj,1.3073037417217217,Astrocytes,tst
388,Gm10076,1.5741916942342342,Astrocytes,tst
1034,Srp14,0.9083862562422422,Astrocytes,tst
243,Cuta,1.3751917584184183,Astrocytes,tst
1048,St6galnac5,-1.0590645459059058,Astrocytes,tst
216,Cox6b1,0.7461276832112111,Astrocytes,tst
500,Klf4,1.3742454515915916,Astrocytes,tst
86,Atp5f1,0.8403847096035243,Astrocytes,tst
51,Anks1b,-1.3881312884261114,Astrocytes,tst
752,Ppdpf,1.336432100060084,Astrocytes,tst
742,Pnp,1.3673093871794872,Astrocytes,tst
697,Park7,0.8806286493629807,Astrocytes,tst
239,Ctsl,0.7589110024078526,Astrocytes,tst
546,Mdk,1.1370236732952723,Astrocytes,tst
467,Hspe1,0.8332202631790866,Astrocytes,tst
427,H2afv,1.1712111774053295,Astrocytes,tst
592,Mrps33,0.9147285696293328,Astrocytes,tst
259,Ddt,0.975146930386851,Astrocytes,tst
94,Atp5l,0.7574382813269191,Astrocytes,tst
281,Dusp1,1.2861324457205854,Astrocytes,tst
1091,Tmed2,1.0262834441808701,Astrocytes,tst
604,Myl6,0.7765266727250852,Astrocytes,tst
99,Atp6v0e,0.9159993565850721,Astrocytes,tst
967,Serpine2,0.6411458719967891,Astrocytes,tst
292,Ednrb,0.8341744705901245,Astrocytes,tst
79,Atp1b2,0.6391066979000201,Astrocytes,tst
1045,Ssr4,1.0849210226672021,Astrocytes,tst
390,Gm1673,0.9480566941634867,Astrocytes,tst
125,Bsg,0.7527598816251507,Astrocytes,tst
443,Hist1h2bc,1.032827509264765,Astrocytes,tst
743,Pnrc1,1.143907680596745,Astrocytes,tst
8,2010107E04Rik,0.7621172405726341,Astrocytes,tst
295,Eef1d,0.8933293811231665,Astrocytes,tst
962,Selenow,0.6944581863833635,Astrocytes,tst
25,Acot1,1.3256429020502511,Astrocytes,tst
1157,Uqcr10,0.7684663354211055,Astrocytes,tst
1109,Tmsb4x,0.6086169881009857,Astrocytes,tst
630,Ndufb10,0.7715412800583501,Astrocytes,tst
540,Mat2a,0.6666192466901408,Astrocytes,tst
1173,Vdac1,0.8054887027344064,Astrocytes,tst
1183,Ybx1,0.7849221992092555,Astrocytes,tst
1101,Tmem234,0.9121499345502113,Astrocytes,tst
716,Pfdn5,0.7580648368605354,Astrocytes,tst
55,Anxa5,1.095230658775921,Astrocytes,tst
237,Ctsd,0.7203367277981467,Astrocytes,tst
731,Pla2g7,0.5363366111605884,Astrocytes,tst
291,Edf1,0.8889578587346363,Astrocytes,tst
985,Slc25a3,0.7234797600685345,Astrocytes,tst
1099,Tmem208,1.3132864271316267,Astrocytes,tst
576,Mrpl17,1.26228955699879,Astrocytes,tst
606,Naaa,1.1701198866700304,Astrocytes,tst
954,Sec61b,1.142500651852674,Astrocytes,tst
354,Fjx1,1.0033851779434344,Astrocytes,tst
78,Atp1b1,-0.9182529577723872,Astrocytes,tst
676,Ntsr2,0.6195720831803478,Astrocytes,tst
1192,Zfp36l2,0.9252438487949859,Astrocytes,tst
102,Atp6v1g1,0.8562717276764408,Astrocytes,tst
175,Cfl1,0.7057872885815459,Astrocytes,tst
7,1810058I24Rik,1.613303508255767,Astrocytes,tst
246,Cyba,1.5251938115968426,Astrocytes,tst
288,Echs1,1.0852782272272818,Astrocytes,tst
248,Cyhr1,1.0055450688861889,Astrocytes,tst
14,4933434E20Rik,1.1525382352835156,Astrocytes,tst
781,Psmb2,0.9625896640899878,Astrocytes,tst
324,Ergic3,1.0344234363759885,Astrocytes,tst
1156,Uqcc2,1.1248050278762678,Astrocytes,tst
750,Pomp,1.0441859670434255,Astrocytes,tst
439,Higd2a,1.196871073703328,Astrocytes,tst
495,Kcnn2,-0.6997041304242794,Astrocytes,tst
1056,Swi5,0.9262187021755028,Astrocytes,tst
1177,Vps28,1.1851905647043284,Astrocytes,tst
447,Hmgn1,0.9223380878751524,Astrocytes,tst
207,Coa3,1.43989116833435,Astrocytes,tst
1015,Snx3,0.9296641408816942,Astrocytes,tst
419,Gsta4,1.1094621198065173,Astrocytes,tst
823,Rbx1,0.8475042990362674,Astrocytes,tst
532,Map1b,-0.7275631343914374,Astrocytes,tst
588,Mrps14,1.2696251803997554,Astrocytes,tst
275,Dpm3,1.1315364812076703,Astrocytes,tst
331,Ezr,1.2694285776780247,Astrocytes,tst
91,Atp5j,0.6987225170028583,Astrocytes,tst
459,Hsp90b1,0.6661272402982027,Astrocytes,tst
942,Sbds,1.2604855498567922,Astrocytes,tst
635,Ndufb5,0.8039540237919738,Astrocytes,tst
544,Mdh1,0.664738372091356,Astrocytes,tst
640,Ndufc1,0.76221502545156,Astrocytes,tst
774,Psenen,0.9111867181416838,Astrocytes,tst
104,Atraid,0.9307463030702835,Astrocytes,tst
566,Mobp,-0.8185401393042405,Astrocytes,tst
611,Ncam2,-0.4955076361924427,Astrocytes,tst
749,Polr3h,1.124841702170767,Astrocytes,tst
727,Pigp,1.0895722803122416,Astrocytes,tst
258,Ddrgk1,1.1215995481936685,Astrocytes,tst
44,Aldoa,0.6615386689635158,Astrocytes,tst
1029,Sptssa,1.030783315667496,Astrocytes,tst
343,Fam213a,0.7260165996122745,Astrocytes,tst
590,Mrps21,1.0274254395603484,Astrocytes,tst
322,Erc2,-1.344365080299252,Astrocytes,tst
1112,Tob1,1.117099394721817,Astrocytes,tst
1076,Tenm3,-0.6333134833048195,Astrocytes,tst
1041,Ssb,0.8307255111417241,Astrocytes,tst
1106,Tmem50a,0.944579295654352,Astrocytes,tst
236,Ctsb,0.6780137900104471,Astrocytes,tst
194,Clic1,1.6883146233940156,Astrocytes,tst
628,Ndufab1,0.7905507298765432,Astrocytes,tst
736,Plpp3,0.521819554404438,Astrocytes,tst
512,Lix1,0.9934809031511727,Astrocytes,tst
569,Morn2,1.3308648196731616,Astrocytes,tst
726,Phyhipl,0.7050429403572179,Astrocytes,tst
453,Hsbp1,0.8184557682643412,Astrocytes,tst
294,Eef1b2,0.6845915515540114,Astrocytes,tst
1089,Tmco1,0.8294476876758474,Astrocytes,tst
828,Reep5,0.7433305473397027,Astrocytes,tst
624,Ndufa5,0.727316735791932,Astrocytes,tst
339,Fam162a,1.1166065904247187,Astrocytes,tst
1163,Uqcrh,0.6260649943505111,Astrocytes,tst
983,Slc24a2,-1.6552554629929652,Astrocytes,tst
825,Rdh5,0.7672077276204755,Astrocytes,tst
565,Mmd2,0.6410662912454449,Astrocytes,tst
302,Eif3f,0.8644931033175762,Astrocytes,tst
437,Hes1,1.3236711026287438,Astrocytes,tst
578,Mrpl23,1.132789746944565,Astrocytes,tst
997,Smap1,0.8443781735239333,Astrocytes,tst
584,Mrpl51,1.4733261444203682,Astrocytes,tst
496,Kctd8,-1.3095898677454387,Astrocytes,tst
597,Mt2,0.6553337299891163,Astrocytes,tst
429,H2afz,0.8670152438880419,Astrocytes,tst
1120,Tprgl,1.1231660867633586,Astrocytes,tst
1160,Uqcrc1,0.8986306754920358,Astrocytes,tst
450,Hnrnpf,0.8982469134975908,Astrocytes,tst
627,Ndufa8,0.8911859054535495,Astrocytes,tst
747,Polr2f,1.261705368202765,Astrocytes,tst
129,Btg2,1.2979328959152132,Astrocytes,tst
995,Slc9a3r1,1.1305458284925738,Astrocytes,tst
956,Sec62,0.6436994458283433,Astrocytes,tst
660,Nme1,0.8982053294697138,Astrocytes,tst
395,Gm2a,0.9736762872460547,Astrocytes,tst
1130,Tspan15,1.0417153468586038,Astrocytes,tst
316,Emc7,0.784998471837282,Astrocytes,tst
609,Nbea,-0.6662806295172106,Astrocytes,tst
1030,Sqstm1,0.8163255872995969,Astrocytes,tst
1081,Timm8b,0.99065954130386,Astrocytes,tst
105,Atxn7l3b,0.7198344452539326,Astrocytes,tst
710,Pdia4,1.3634129771016452,Astrocytes,tst
834,Rheb,0.8818618693799323,Astrocytes,tst
633,Ndufb3,0.735312521416629,Astrocytes,tst
474,Ier5,1.7238456095388788,Astrocytes,tst
278,Dst,-0.7256715930795377,Astrocytes,tst
1011,Snrpe,0.9622128281923338,Astrocytes,tst
931,S100a10,1.027002405161512,Astrocytes,tst
356,Fkbp3,0.9179167025178039,Astrocytes,tst
1039,Srsf7,0.8174631396800184,Astrocytes,tst
374,Gadd45gip1,1.4480252364768271,Astrocytes,tst
1058,Syf2,0.9661913626156338,Astrocytes,tst
625,Ndufa6,0.7806627537378416,Astrocytes,tst
760,Ppp1r1a,1.0790677595099862,Astrocytes,tst
517,Lrpap1,0.8769693686305511,Astrocytes,tst
1161,Uqcrc2,0.9143208005325582,Astrocytes,tst
648,Ndufv1,1.1267163717774669,Astrocytes,tst
95,Atp5o-1,0.6702289700256889,Astrocytes,tst
652,Nenf,1.0150702123361424,Astrocytes,tst
492,Kcnd2,-0.6214855804535839,Astrocytes,tst
646,Ndufs7,0.6893123377409497,Astrocytes,tst
371,Gabbr2,-0.5570611648056537,Astrocytes,tst
192,Cldnd1,0.9238566973558602,Astrocytes,tst
1001,Smim19,1.5581203803694055,Astrocytes,tst
1187,Zc3h15,0.9526810668620934,Astrocytes,tst
418,Gsdme,0.654078238579586,Astrocytes,tst
346,Fat3,-0.7991692663274548,Astrocytes,tst
665,Npc2,0.7950922906014857,Astrocytes,tst
32,Adh5,0.9964038200653437,Astrocytes,tst
332,F3,0.6629924752688954,Astrocytes,tst
1087,Tmbim4,1.0137747011933058,Astrocytes,tst
1085,Tm2d2,1.1945609991990291,Astrocytes,tst
1186,Ywhae,0.602182286844672,Astrocytes,tst
1024,Sparcl1,0.21552644864013673,Astrocytes,tst
702,Pcdh9,-0.24306951898168497,Astrocytes,tst
162,Cdc42,0.6583832146125552,Astrocytes,tst
48,Anapc13,0.9440944463828221,Astrocytes,tst
541,Mbnl2,-0.7099578367321384,Astrocytes,tst
807,Rab18,0.8900182245405273,Astrocytes,tst
1047,St13,0.7116946758938755,Astrocytes,tst
1013,Snrpg,1.4275023138584249,Astrocytes,tst
984,Slc25a18,0.6564241920384908,Astrocytes,tst
1151,Ubxn1,0.9101563612259372,Astrocytes,tst
341,Fam181b,0.9766393486428209,Astrocytes,tst
636,Ndufb6,0.9226362331692464,Astrocytes,tst
1182,Wls,0.614027361871345,Astrocytes,tst
267,Dlg2,-0.6619293739841148,Astrocytes,tst
580,Mrpl30,1.3890487343260591,Astrocytes,tst
531,Manf,1.026099972878866,Astrocytes,tst
329,Etfb,0.8629149376538664,Astrocytes,tst
582,Mrpl42,1.1324721940600315,Astrocytes,tst
296,Efhd1,1.0241604958055925,Astrocytes,tst
639,Ndufb9,0.6336405708371222,Astrocytes,tst
534,Map1lc3b,0.8342384695231717,Astrocytes,tst
156,Cct7,1.0820830771509282,Astrocytes,tst
784,Psmb5,0.8396938272113055,Astrocytes,tst
924,Rrbp1,0.6413010277467461,Astrocytes,tst
74,Asrgl1,0.5761144581374966,Astrocytes,tst
775,Psma2,0.8696375193575958,Astrocytes,tst
83,Atp5c1,0.6514139447717149,Astrocytes,tst
3,1190005I06Rik,1.3331115446262343,Astrocytes,tst
1134,Ttc3,-0.577448189020604,Astrocytes,tst
748,Polr2i,1.2808752123411467,Astrocytes,tst
205,Cnpy2,0.9349074966609978,Astrocytes,tst
264,Dhrs1,0.976167981193521,Astrocytes,tst
409,Gprc5b,0.6701150761479374,Astrocytes,tst
1068,Tbrg1,1.810955596898122,Astrocytes,tst
37,Agt,0.6041750880439122,Astrocytes,tst
746,Polr2e,1.3074045107081174,Astrocytes,tst
1017,Socs3,3.62729443366136,Astrocytes,tst
20,Aamp,0.9418498872624566,Astrocytes,tst
397,Gm3764,0.558999113023526,Astrocytes,tst
141,Capns1,0.874207997496361,Astrocytes,tst
1032,Srek1ip1,1.411067304024497,Astrocytes,tst
76,Atox1,0.9549477427973052,Astrocytes,tst
745,Polr2a,1.579136016182085,Astrocytes,tst
134,Cadm1,-0.8825614896735293,Astrocytes,tst
973,Sfr1,0.8050724816282506,Astrocytes,tst
1040,Srsf9,1.3772030680555556,Astrocytes,tst
620,Ndufa13,0.5913438390792991,Astrocytes,tst
486,Ivd,0.8243061464341551,Astrocytes,tst
1086,Tma7,0.9271682726522001,Astrocytes,tst
81,Atp5a1,0.6005433048114355,Astrocytes,tst
1193,Zfp706,0.8563143887328664,Astrocytes,tst
1031,Srebf1,1.0476534243528695,Astrocytes,tst
791,Psph,1.071027624935464,Astrocytes,tst
268,Dlgap1,-0.37941443438461536,Astrocytes,tst
118,Bex3,0.8208122058134423,Astrocytes,tst
734,Plec,0.9924758811016683,Astrocytes,tst
756,Ppp1ca,1.0337502824571427,Astrocytes,tst
830,Rere,-0.6734595309146146,Astrocytes,tst
668,Nr4a1,1.5303028800703775,Astrocytes,tst
26,Acot13,1.0576958666420546,Astrocytes,tst
1052,Sumo1,0.6455651747816313,Astrocytes,tst
650,Ndufv3,0.6841465938138332,Astrocytes,tst
62,Arf4,0.8119511110345943,Astrocytes,tst
804,Puf60,1.1986473002269045,Astrocytes,tst
195,Clic4,0.7623140674793797,Astrocytes,tst
226,Crip1,2.9560151405691597,Astrocytes,tst
200,Cmtm5,0.626156465729443,Astrocytes,tst
137,Calm3,0.6251543290412783,Astrocytes,tst
166,Cdk14,-0.8217847961027696,Astrocytes,tst
1166,Usmg5,0.6017671882964454,Astrocytes,tst
1008,Snrpd1,1.0290954212462007,Astrocytes,tst
148,Cbx3,0.7410067644520314,Astrocytes,tst
402,Gnao1,-0.6970993086232877,Astrocytes,tst
96,Atp6ap2,0.7977372648201438,Astrocytes,tst
454,Hsd17b10,1.2288116701850582,Astrocytes,tst
822,Rbms3,-0.820338580988292,Astrocytes,tst
1174,Vdac2,0.7201647135418839,Astrocytes,tst
263,Dgcr6,1.1596928599652174,Astrocytes,tst
667,Npm1,0.6802628196717877,Astrocytes,tst
971,Sf3b5,1.2168469586849506,Astrocytes,tst
818,Rarres2,1.4507376427413672,Astrocytes,tst
732,Plat,0.9487669534782608,Astrocytes,tst
128,Btg1,1.0415306373496107,Astrocytes,tst
1092,Tmed7,1.199103631710809,Astrocytes,tst
189,Clasp2,-0.6184124300215362,Astrocytes,tst
260,Ddx17,-0.6849022446688621,Astrocytes,tst
416,Grina,0.6078031092352941,Astrocytes,tst
113,Bcap31,0.9184059222259137,Astrocytes,tst
186,Cirbp,0.8154303399407626,Astrocytes,tst
284,Dynlrb1,0.889907776169265,Astrocytes,tst
244,Cwc15,0.95105432175432,Astrocytes,tst
666,Npdc1,0.9253878511782593,Astrocytes,tst
690,Paip2,0.6650892823286098,Astrocytes,tst
234,Ctnna2,-0.5796203703883122,Astrocytes,tst
616,Ndufa1,0.7024938476905223,Astrocytes,tst
833,Rgs6,-0.5877128354016298,Astrocytes,tst
72,Arpc3,1.086967369095869,Astrocytes,tst
350,Fermt2,0.6097098019905586,Astrocytes,tst
0,0610010K14Rik,2.11381931874,Endothelial,resilient
1631,Ifnar1,1.21227666336,Endothelial,resilient
3326,Slc6a6,1.43632281472,Endothelial,resilient
3327,Slc7a1,0.998633561234,Endothelial,resilient
1638,Igfbp7,1.28706603868,Endothelial,resilient
1637,Igf1r,1.4492929849,Endothelial,resilient
3328,Slc7a5,1.2726830759,Endothelial,resilient
3330,Slc9a3r2,1.3700707259,Endothelial,resilient
1632,Ifnar2,1.5236741006399999,Endothelial,resilient
1630,Ifitm3,1.089333451588,Endothelial,resilient
1646,Il1rapl1,-3.8643842622399998,Endothelial,resilient
1629,Ifitm2,1.41127828441,Endothelial,resilient
1625,Ifi27,0.9878715732660001,Endothelial,resilient
1624,Ier5l,1.65947543138,Endothelial,resilient
1623,Ier5,1.42539836914,Endothelial,resilient
3331,Slco1a4,1.72047286684,Endothelial,resilient
1616,Id3,0.9586502959719999,Endothelial,resilient
3332,Slco1c1,1.73076929028,Endothelial,resilient
1642,Il10rb,2.0776063266400002,Endothelial,resilient
3323,Slc50a1,1.221623671014,Endothelial,resilient
3223,Serpinh1,1.393342714892,Endothelial,resilient
1675,Iqgap1,1.3829183089100001,Endothelial,resilient
1693,Itga6,1.7473290757399997,Endothelial,resilient
1692,Itga1,1.67269644086,Endothelial,resilient
1690,Isyna1,1.5542912172799999,Endothelial,resilient
1687,Isg15,1.38388626342,Endothelial,resilient
3307,Slc30a1,1.58561937716,Endothelial,resilient
3312,Slc38a2,1.022631160048,Endothelial,resilient
3313,Slc38a3,2.28306951386,Endothelial,resilient
3314,Slc38a5,1.7595695983400002,Endothelial,resilient
1652,Ilk,1.051794326986,Endothelial,resilient
3316,Slc39a10,1.5721121192799998,Endothelial,resilient
1668,Insr,1.1731354522400002,Endothelial,resilient
1664,Inpp4b,-4.07998927444,Endothelial,resilient
3318,Slc39a8,1.440036896118,Endothelial,resilient
3319,Slc3a2,1.53824534064,Endothelial,resilient
1657,Impdh1,1.1601922323340002,Endothelial,resilient
3320,Slc40a1,1.449340460874,Endothelial,resilient
1614,Id1,0.93667050738,Endothelial,resilient
3333,Slco2b1,1.4411086739980001,Endothelial,resilient
1612,Icam2,1.097879108276,Endothelial,resilient
3396,Snrpe,0.949169309938,Endothelial,resilient
1556,Hmg20b,1.0505648163199999,Endothelial,resilient
1554,Hmcn1,1.061988531758,Endothelial,resilient
3390,Snrpb,0.928452784046,Endothelial,resilient
1548,Hipk3,1.227074576958,Endothelial,resilient
3394,Snrpd2,0.882689220656,Endothelial,resilient
1535,Hexim1,1.75764781918,Endothelial,resilient
1534,Hes1,1.006722509848,Endothelial,resilient
1527,Heg1,1.120443300876,Endothelial,resilient
1611,Hypk,1.21655118627,Endothelial,resilient
3398,Snrpg,1.5584735893200001,Endothelial,resilient
1518,Hdac7,1.72720002264,Endothelial,resilient
3400,Sntg1,-3.263652114,Endothelial,resilient
1513,Hbegf,1.408307010586,Endothelial,resilient
3401,Snu13,0.741634433326,Endothelial,resilient
3408,Snx3,0.936688365568,Endothelial,resilient
1504,H3f3a,0.924607718818,Endothelial,resilient
1557,Hmgb1,0.918349042438,Endothelial,resilient
1558,Hmgb2,1.91098064834,Endothelial,resilient
1560,Hmgcs2,1.249155616952,Endothelial,resilient
3382,Snrk,1.243011130612,Endothelial,resilient
1607,Hspg2,1.7200726893,Endothelial,resilient
3334,Slfn5,1.4392700220999999,Endothelial,resilient
1599,Hspa12b,1.172563113796,Endothelial,resilient
3341,Smad4,1.085283499868,Endothelial,resilient
1588,Hprt,1.2887519148720001,Endothelial,resilient
3346,Smarca2,0.8784832665080001,Endothelial,resilient
3351,Smarce1,1.437953614298,Endothelial,resilient
3356,Smco4,1.094602437768,Endothelial,resilient
3361,Smim14,0.8984577838339999,Endothelial,resilient
1574,Hnrnph1,0.765212402132,Endothelial,resilient
1573,Hnrnpf,1.059061024752,Endothelial,resilient
3368,Smpdl3a,1.150015749346,Endothelial,resilient
1569,Hnrnpab,0.93874577698,Endothelial,resilient
3379,Snhg11,-3.12812251284,Endothelial,resilient
1565,Hnrnpa0,1.057163416718,Endothelial,resilient
1694,Itgb1,0.9635290225400001,Endothelial,resilient
1696,Itih5,1.37252372582,Endothelial,resilient
1697,Itm2a,1.44267961402,Endothelial,resilient
1815,Lamtor5,1.137780792612,Endothelial,resilient
1832,Lef1,1.312126916612,Endothelial,resilient
1831,Ldlrad3,1.425642932428,Endothelial,resilient
3253,Sh2d3c,1.315633189734,Endothelial,resilient
1829,Ldha,1.172984263344,Endothelial,resilient
1826,Layn,1.092810873414,Endothelial,resilient
1825,Lats2,1.423206335368,Endothelial,resilient
1816,Laptm4a,0.852734946712,Endothelial,resilient
3254,Sh3bgrl,1.1801293315819998,Endothelial,resilient
3262,She,1.3510765723979998,Endothelial,resilient
3255,Sh3bgrl3,1.027492182738,Endothelial,resilient
1812,Lamtor2,0.8202182599240001,Endothelial,resilient
3259,Sh3glb1,1.1708061591760002,Endothelial,resilient
1807,Lamb2,1.60698746743,Endothelial,resilient
3260,Sh3rf1,1.11192543776,Endothelial,resilient
1799,Krtcap2,1.11109093753,Endothelial,resilient
1797,Krcc1,1.009299037838,Endothelial,resilient
1834,Leprot,1.098215141146,Endothelial,resilient
1838,Lhfpl2,1.21754181059,Endothelial,resilient
1839,Lhfpl3,-3.57285058418,Endothelial,resilient
3250,Sgpp2,1.433893085736,Endothelial,resilient
3224,Sertad1,1.3222047159699999,Endothelial,resilient
1870,Lrp1b,-3.34214579064,Endothelial,resilient
1866,Lrch1,1.03453987873,Endothelial,resilient
3225,Sertad2,1.3911783367939998,Endothelial,resilient
1863,Lpar6,1.76511208426,Endothelial,resilient
3241,Sf3b6,0.880405991146,Endothelial,resilient
1858,Lmo7,1.327821066344,Endothelial,resilient
1856,Lmo2,1.6857130234,Endothelial,resilient
3245,Sgcz,-3.6525542335999996,Endothelial,resilient
3247,Sgk1,1.03137966051,Endothelial,resilient
1850,Llph,1.281293952244,Endothelial,resilient
3248,Sgms1,1.3914061922,Endothelial,resilient
1846,Lingo2,-3.83960494608,Endothelial,resilient
1845,Lims2,1.53386482776,Endothelial,resilient
1842,Lima1,1.084012162196,Endothelial,resilient
3261,Shank3,1.1358149159,Endothelial,resilient
1792,Kmt2e,0.781759603502,Endothelial,resilient
1698,Itm2b,0.554087002528,Endothelial,resilient
1712,Jcad,1.8316683754599998,Endothelial,resilient
3286,Slc16a2,1.422366904608,Endothelial,resilient
3287,Slc16a4,1.56176948326,Endothelial,resilient
3290,Slc19a3,1.7931688798399998,Endothelial,resilient
3291,Slc1a1,1.049910389838,Endothelial,resilient
1723,Kank3,1.46484901784,Endothelial,resilient
1721,Jup,1.285641033216,Endothelial,resilient
3293,Slc22a8,1.4843436481999999,Endothelial,resilient
1710,Jam2,1.43417393402,Endothelial,resilient
3263,Shisa5,1.432935022166,Endothelial,resilient
3294,Slc24a2,-3.144818553,Endothelial,resilient
3303,Slc25a5,1.089303720498,Endothelial,resilient
1707,Jag2,1.68552153808,Endothelial,resilient
3305,Slc2a1,1.56353115082,Endothelial,resilient
1704,Itsn2,1.0887027068,Endothelial,resilient
1701,Itpr2,1.15884097545,Endothelial,resilient
1699,Itpkb,1.0425945848359999,Endothelial,resilient
1736,Kcnd2,-3.7220883267400002,Endothelial,resilient
1739,Kcnip1,-3.13821633488,Endothelial,resilient
1740,Kcnip4,-3.11679823088,Endothelial,resilient
1741,Kcnma1,-3.43574206564,Endothelial,resilient
1787,Klhl5,1.02789169967,Endothelial,resilient
1785,Klhl24,1.22660227172,Endothelial,resilient
1782,Klf9,1.195432623424,Endothelial,resilient
3267,Shroom4,1.428396041292,Endothelial,resilient
1780,Klf6,1.02467931151,Endothelial,resilient
1778,Klf3,1.16114598165,Endothelial,resilient
1777,Klf13,0.958886428152,Endothelial,resilient
3273,Sipa1,1.2501613148300001,Endothelial,resilient
1774,Kitl,1.136020942748,Endothelial,resilient
1761,Kdr,1.66954538622,Endothelial,resilient
3285,Slc16a1,0.960928730912,Endothelial,resilient
1752,Kdelr1,1.2743344883760002,Endothelial,resilient
